"table_schema";"table_name";"column_name";"data_type";"character_maximum_length";"is_nullable";"column_default";"column_description"
"public";"upload_stock_tab";"provider_id";"integer";null;"NO";"null";"null"
"public";"upload_stock_tab";"file_url";"character varying";250;"YES";"null";"Ссылка на файл подгрузки остатков"
"public";"upload_stock_tab";"employee_id";"integer";null;"YES";"null";"Кто подгрузил файл"
"public";"upload_stock_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"user_right_call_tab";"user_right_call_id";"integer";null;"NO";"nextval('user_right_call_tab_user_right_call_id_seq'::regclass)";"null"
"public";"user_right_call_tab";"user_right";"character varying";255;"YES";"null";"null"
"public";"user_right_call_tab";"user_right_text";"character varying";255;"YES";"null";"null"
"public";"user_right_call_tab";"employee_id";"integer";null;"YES";"null";"null"
"public";"user_right_call_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"version_tab";"version_id";"integer";null;"NO";"nextval('version_tab_version_id_seq'::regclass)";"null"
"public";"version_tab";"function_name";"character varying";100;"YES";"null";"null"
"public";"version_tab";"schema_name";"character varying";100;"YES";"null";"null"
"public";"version_tab";"source_code";"text";null;"YES";"null";"null"
"public";"version_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"version_tab";"employee_id";"integer";null;"YES";"null";"null"
"public";"version_tab";"pg_user";"character varying";30;"YES";"null";"null"
"public";"version_tab";"is_from_compare";"boolean";null;"YES";"null";"null"
"public";"warranty_reason_tab";"warranty_reason_id";"integer";null;"NO";"nextval('warranty_reason_tab_warranty_reason_id_seq'::regclass)";"Таблица списка причин снятия с гарантии"
"public";"warranty_reason_tab";"warranty_reason_name";"character varying";255;"NO";"null";"null"
"public";"warranty_reason_tab";"warranty_reason_code";"character varying";255;"YES";"null";"null"
"public";"warranty_reason_tab";"is_active";"integer";null;"NO";"1";"null"
"public";"wh_view";"id";"integer";null;"YES";"null";"null"
"public";"wh_view";"material_id";"integer";null;"YES";"null";"null"
"public";"wh_view";"material_name";"text";null;"YES";"null";"null"
"public";"wh_view";"material_cnt";"double precision";null;"YES";"null";"null"
"public";"wh_view";"unit_name";"text";null;"YES";"null";"null"
"public";"wh_view";"unit_id";"integer";null;"YES";"null";"null"
"public";"wh_view_back";"id";"integer";null;"YES";"null";"null"
"public";"wh_view_back";"material_id";"integer";null;"YES";"null";"null"
"public";"wh_view_back";"material_name";"text";null;"YES";"null";"null"
"public";"wh_view_back";"material_cnt";"double precision";null;"YES";"null";"null"
"public";"wh_view_back";"unit_name";"text";null;"YES";"null";"null"
"public";"wh_view_back";"unit_id";"integer";null;"YES";"null";"null"
"public";"work_pack_contractor_tab";"work_pack_contractor_id";"integer";null;"NO";"nextval('work_pack_contractor_tab_work_pack_contractor_id_seq'::regclass)";"null"
"public";"work_pack_contractor_tab";"work_pack_id";"integer";null;"YES";"null";"null"
"public";"work_pack_contractor_tab";"contractor_main_id";"integer";null;"YES";"null";"null"
"public";"work_pack_contractor_tab";"work_price";"double precision";null;"YES";"null";"null"
"public";"work_pack_contractor_tab";"date_begin";"date";null;"YES";"null";"null"
"public";"work_pack_contractor_tab";"date_end";"date";null;"YES";"null";"null"
"public";"work_pack_contractor_tab";"employee_id";"integer";null;"YES";"null";"null"
"public";"work_pack_contractor_tab";"city_id";"integer";null;"YES";"null";"null"
"public";"work_pack_contractor_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"work_pack_contractor_tab";"is_active";"boolean";null;"NO";"true";"null"
"public";"work_pack_contractor_tab";"room_cnt_begin";"integer";null;"NO";"null";"Количество комнат в квартире ""от"" (включительно)"
"public";"work_pack_contractor_tab";"room_cnt_end";"integer";null;"NO";"null";"Количество комнат в квартире ""до"" (включительно)"
"public";"work_pack_contractor_tab";"height_from";"double precision";null;"YES";"null";"Вводим в метрах (2.7, 3, 3.3)"
"public";"work_pack_contractor_tab";"height_to";"double precision";null;"YES";"null";"null"
"public";"work_pack_detail_room_tab";"work_pack_detail_room_id";"integer";null;"NO";"nextval('work_pack_detail_room_tab_work_pack_detail_room_id_seq'::regclass)";"null"
"public";"work_pack_detail_room_tab";"work_pack_detail_id";"integer";null;"YES";"null";"null"
"public";"work_pack_detail_room_tab";"room_type_id";"integer";null;"YES";"null";"null"
"public";"work_pack_detail_room_tab";"employee_id";"integer";null;"YES";"null";"null"
"public";"work_pack_detail_room_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"work_pack_detail_room_tab";"is_default";"boolean";null;"NO";"false";"null"
"public";"work_pack_detail_tab";"work_pack_detail_id";"integer";null;"NO";"nextval('work_pack_detail_tab_work_pack_detail_id_seq'::regclass)";"null"
"public";"work_pack_detail_tab";"work_set_id";"integer";null;"NO";"null";"null"
"public";"work_pack_detail_tab";"employee_id";"integer";null;"YES";"null";"null"
"public";"work_pack_detail_tab";"work_pack_id";"integer";null;"NO";"null";"null"
"public";"work_pack_detail_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"work_pack_diff_sebes_tab";"work_pack_diff_sebes_id";"integer";null;"NO";"nextval('work_pack_diff_sebes_tab_work_pack_diff_id_seq'::regclass)";"null"
"public";"work_pack_diff_sebes_tab";"client_request_id";"integer";null;"NO";"null";"null"
"public";"work_pack_diff_sebes_tab";"work_pack_id";"integer";null;"NO";"null";"null"
"public";"work_pack_diff_sebes_tab";"room_id";"integer";null;"NO";"null";"null"
"public";"work_pack_diff_sebes_tab";"old_work_set_id";"integer";null;"YES";"null";"может быть пустой. Когда нет в пакете констукртива по умолчанию"
"public";"work_pack_diff_sebes_tab";"old_formula";"character varying";null;"YES";"null";"null"
"public";"work_pack_diff_sebes_tab";"old_formula_result";"double precision";null;"YES";"null";"null"
"public";"work_pack_diff_sebes_tab";"old_work_set_price";"double precision";null;"YES";"null";"Цена конструктива у подрядчика"
"public";"work_pack_diff_sebes_tab";"old_work_price_amount";"double precision";null;"YES";"null";"Общая сумма за конструктив у подрядчика"
"public";"work_pack_diff_sebes_tab";"new_work_set_id";"integer";null;"NO";"null";"Не может быть пустым. По логике, данная строка добавляется если мы либо добавляем новый конструктив, либо заменяем с доплатой (если цена ниже, не добавляем). Случаев, когда убираем конструктив и уменьшаем цену, пока не предполагаем"
"public";"work_pack_diff_sebes_tab";"new_formula";"character varying";null;"NO";"null";"null"
"public";"work_pack_diff_sebes_tab";"new_formula_result";"double precision";null;"NO";"null";"null"
"public";"work_pack_diff_sebes_tab";"new_work_set_price";"double precision";null;"NO";"null";"null"
"public";"work_pack_diff_sebes_tab";"new_work_price_amount";"double precision";null;"NO";"null";"null"
"public";"work_pack_diff_sebes_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"work_pack_diff_sebes_tab";"contractor_main_id";"integer";null;"NO";"null";"null"
"public";"work_pack_diff_tab";"work_pack_diff_id";"integer";null;"NO";"nextval('work_pack_diff_tab_work_pack_diff_id_seq'::regclass)";"null"
"public";"work_pack_diff_tab";"client_request_id";"integer";null;"NO";"null";"null"
"public";"work_pack_diff_tab";"work_pack_id";"integer";null;"NO";"null";"null"
"public";"work_pack_diff_tab";"room_id";"integer";null;"NO";"null";"null"
"public";"work_pack_diff_tab";"old_work_set_id";"integer";null;"YES";"null";"может быть пустой. Когда нет в пакете констукртива по умолчанию"
"public";"work_pack_diff_tab";"old_formula";"character varying";null;"YES";"null";"null"
"public";"work_pack_diff_tab";"old_formula_result";"double precision";null;"YES";"null";"null"
"public";"work_pack_diff_tab";"old_work_set_price";"double precision";null;"YES";"null";"Цена конструктива у подрядчика"
"public";"work_pack_diff_tab";"old_work_price_amount";"double precision";null;"YES";"null";"Общая сумма за конструктив у подрядчика"
"public";"work_pack_diff_tab";"new_work_set_id";"integer";null;"NO";"null";"Не может быть пустым. По логике, данная строка добавляется если мы либо добавляем новый конструктив, либо заменяем с доплатой (если цена ниже, не добавляем). Случаев, когда убираем конструктив и уменьшаем цену, пока не предполагаем"
"public";"work_pack_diff_tab";"new_formula";"character varying";null;"NO";"null";"null"
"public";"work_pack_diff_tab";"new_formula_result";"double precision";null;"NO";"null";"null"
"public";"work_pack_diff_tab";"new_work_set_price";"double precision";null;"NO";"null";"null"
"public";"work_pack_diff_tab";"new_work_price_amount";"double precision";null;"NO";"null";"null"
"public";"work_pack_diff_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"work_pack_diff_tab";"contractor_main_id";"integer";null;"NO";"null";"null"
"public";"work_pack_ds_work_sebes_tab";"work_pack_ds_work_sebes_id";"integer";null;"NO";"nextval('work_pack_ds_work_sebes_tab_work_pack_ds_work_id_seq'::regclass)";"null"
"public";"work_pack_ds_work_sebes_tab";"client_request_id";"integer";null;"NO";"null";"null"
"public";"work_pack_ds_work_sebes_tab";"work_pack_id";"integer";null;"NO";"null";"null"
"public";"work_pack_ds_work_sebes_tab";"work_id";"integer";null;"NO";"null";"null"
"public";"work_pack_ds_work_sebes_tab";"room_id";"integer";null;"YES";"null";"null"
"public";"work_pack_ds_work_sebes_tab";"ds_wset_id";"integer";null;"YES";"null";"""Конструктив"" или набор работ из ДС"
"public";"work_pack_ds_work_sebes_tab";"work_volume";"double precision";null;"NO";"null";"null"
"public";"work_pack_ds_work_sebes_tab";"price";"double precision";null;"NO";"null";"null"
"public";"work_pack_ds_work_sebes_tab";"amount";"double precision";null;"YES";"null";"null"
"public";"work_pack_ds_work_sebes_tab";"rowversion";"timestamp without time zone";null;"NO";"now()";"null"
"public";"work_pack_ds_work_sebes_tab";"material_set_id";"integer";null;"YES";"null";"Если это работа из набора материалов в ТК"
